News Headline,Number of words,Confidence Score,Decision,Sentiment
"China to cut taxes , keep policy flexible to counter slowdown",11,-0.6,1,NEUTRAL
creative goods and services : India among world leading exporters of creative goods : UN report,16,0.82,2,POSITIVE
"MSME : Would want better access to credit , prune the caution list of exporters : CEPC Mahavir Pratap Sharma",20,-1,0,NEGATIVE
Sensex rally : Sensex surges over 400 pts ; what fuelled the rally ? ,14,0.98,2,POSITIVE
"Volkswagen , Ford to announce automotive alliance",7,0.85,2,POSITIVE
Gold Rate Today : Slump in local demand pulls gold prices lower,12,-0.87,0,NEGATIVE
"Fund managers look for earnings visibility , buy sector leaders",10,0.59,1,NEUTRAL
Most dependable equity mutual fund schemes to ride volatility,9,0.96,2,POSITIVE
ZEEL share price : Zee Entertainment jumps 3 % ahead of Q3 results,13,-0.64,1,NEUTRAL
chakri lokapriya : Chakri Lokapriya on three stocks to avoid now,11,-0.91,0,NEGATIVE
"Wipro share price : Stocks in the news : Wipro , Jet Airways , Zee Entertainment , Bharti Airtel and ICICI Securities",22,-0.77,0,NEGATIVE
"Market movers : Market Movers : Jalan push for easing PCA , biz optimism down , all eyes on Brexit vote",21,0.92,2,POSITIVE
Mudra NPAs no issue : Financial services secretary Rajiv Kumar,10,1,2,POSITIVE
India organises Africa Day on January 19 as concerns mount over Chinese debt trap in continent,16,0.9,2,POSITIVE
FPIs : FPI index futures positions hint at room for a bigger correction in Nifty,15,0.77,2,POSITIVE
"Stock Market News Briefing : ETMarkets Morning Podcast : Wipro bonus , crucial Brexit vote & other top news",19,0.84,2,POSITIVE
BSE sensex : What changed your markets while you were sleeping,11,0.87,2,POSITIVE
Deutsche Bank Ravneet Gill leads insider Rajat Monga in race for Yes Bank CEO,14,-0.58,1,NEUTRAL
bulk deals : Check out the bulk deals from Monday session,11,-0.55,1,NEUTRAL
"Good case to remove performing banks from PCA , says Bimal Jalan",12,0.99,2,POSITIVE
Stock Market News Briefing : ETMarkets Evening Podcast : Stocks extend fall ; should you stay put ? ,18,-1,0,NEGATIVE
Survey on NaMo app asks whether grand alliance will have an impact,12,-0.94,0,NEGATIVE
Rupee : Rupee falls 43 paise to end at near 1 - month low,14,-1,0,NEGATIVE
Inflation : December retail inflation at 18 - month low of 2 . 19 % ,15,-1,0,NEGATIVE
"budget 2019 : Budget 2019 : Want tax on CKD vehicles to be brought back to 10 %, says Rajan Wadhera of SIAM",23,-0.97,0,NEGATIVE
sensex : After Market : Who moved my Sensex and 116 stocks throw up bearish signal,16,-1,0,NEGATIVE
REITs may help generate 14 % return annually to investors : Anarock,12,0.76,2,POSITIVE
Sleeping pills leaving you disoriented ? This one can work as an alert,13,0.54,1,NEUTRAL
"Detroit Auto Show : Toyota , Ford , GM to shine at Detroit Auto Show with electric , concept drives",20,1,2,POSITIVE
Jammu and kashmir : Kashmir still a challenge due to Pakistan destabilising activities : Rajnath,15,0.99,2,POSITIVE
"Large deals push private equity , venture capital investment up 35 % to $35 . 1 billion in 2018",19,0.94,2,POSITIVE
"Morgan Housel : Market is usually right , dont be blindly contrarian : Morgan Housel , Collaborative Fund",18,1,2,POSITIVE
budget 2019 : Can interim Budget 2019 be a  feel good  factor for Dalal Street ? ,16,-0.82,0,NEGATIVE
"Sunil Subramaniam : Play safe in H1 , move to risk once election is over : Sunil Subramaniam , Sundaram MF",21,0.98,2,POSITIVE
RBI monetary policy : Softer wholesale inflation may prompt RBI to ease money policy stance,15,0.89,2,POSITIVE
"Mining issue could affect BJP in Goa Lok Sabha poll , says GFP chief",14,-0.97,0,NEGATIVE
"WeWork : WeWork buildings turned profitable in six months in India : Karan Virwani , WeWork India",17,1,2,POSITIVE
"SUPREME INDUSTRIES share price : Buy Supreme Industries , target Rs 1 , 242 : SMC Global Securities",18,0.62,1,NEUTRAL
"TCS Share Price : Buy Tata Consultancy Services , target Rs 2 , 400 : Sharekhan",16,-0.99,0,NEGATIVE
"Gold Rate Today : Gold , silver edge higher on strong demand & firm global cues",16,1,2,POSITIVE
Cotton spinners record healthy recovery in profits as export demand surges,11,1,2,POSITIVE
"China exports shrink most in 2 years , raising risks to global economy",13,-1,0,NEGATIVE
"Jinesh Gopani : Election - proof portfolio ; invest in funds with 3 - 5 year horizon : Jinesh Gopani , Axis MF",23,0.99,2,POSITIVE
"fmcg : FMCG focus on premiumisation , but dont overlook mass segment : Amnish Aggarwal , Prabhudas Lilladher",18,0.8,2,POSITIVE
outlook : Commodity outlook : Oil may show a bearish tilt on MCX,13,-0.54,1,NEUTRAL
Life Insurance Corporation market share falls below 70 % ,9,-1,0,NEGATIVE
"Zee : Zee may churn out healthy Q3 numbers , but challenges stay",13,-0.72,0,NEGATIVE
WPI inflation falls to an eight - month low of 3 . 8 per cent in December,17,-1,0,NEGATIVE
budget 2019 : War on black money in Arun Jaitley Budgets,11,-0.96,0,NEGATIVE
"Brexit : Deal or no deal ? united kingdom , India businesses count costs as Britain braces for Brexit vote",20,-0.99,0,NEGATIVE
"Rupee : Rupee steady , starts at 70 . 50 vs dollar - The Economic Times",16,0.95,2,POSITIVE
"sensex : Sensex slips 100 points , Nifty tests 10 , 750 on weak Asian cues",16,-1,0,NEGATIVE
"Infosys : Infy strong Q3 , buyback likely to trip short sellers",12,-0.66,1,NEUTRAL
"sensex today live : Markets Live : Sensex slips 200 points , Nifty below 10 , 750 ; Infosys jumps 3 % ",22,-0.99,0,NEGATIVE
China posts strongest export growth in 7 years in 2018 despite trade war,13,0.99,2,POSITIVE
"IDFC Securities : SBI Capital , SHCI enter race for IDFC Securities",12,0.78,2,POSITIVE
"Slowdown or not , we are aggressive on US : Rajesh Gopinathan , CEO , TCS",16,0.98,2,POSITIVE
"Infosys share price : Stocks in the news : Infosys , D - Mart , Jet Airways , Parsvnath Developers & YES Bank",23,-0.51,1,NEUTRAL
"Market movers : Market Movers : More GST relief on cards , all eyes on inflation",16,0.93,2,POSITIVE
RBI - Govt parleys : PCA norms could be eased for some better - off lenders,16,0.69,1,NEUTRAL
Varun Beverages Ltd may drink up PepsiCo bottling operations,9,0.56,1,NEUTRAL
TCS & Infosys diverge on margin bands,7,0.77,2,POSITIVE
Graham says Trump isnt giving in on southern border wall,10,-0.99,0,NEGATIVE
joint development group : India proposes joint development group at maiden dialogue with C Asia ; discuss expansion of business ties,21,0.98,2,POSITIVE
"Digital platform helps Maharashtra save Rs 12 , 000 crore in farm loan waiver : Devendra Fadnavis",17,1,2,POSITIVE
Citizenship Amendment Act : BJP in Meghalaya and Mizoram asks Prime minister Narendra Modi to reconsider the bill,18,-0.93,0,NEGATIVE
China to roll out measures to maintain stable employment : Xinhua,11,-0.64,1,NEUTRAL
"India , Afghanistan , Central Asian nations agree to cooperate in countering terror",13,0.79,2,POSITIVE
FIS India revenue crosses $100 million,6,-0.97,0,NEGATIVE
"In Saudi weddings , small is the new beautiful",9,1,2,POSITIVE
"Role of Finance Commission needs re - look : K Chandrasekhar Rao , Telangana CM",15,0.61,1,NEUTRAL
"Asia shares check rally as US - China trade talks , Fed policy in focus",15,-0.77,0,NEGATIVE
India invites Chinese participation in its plans to expand Electric Vehicles,11,0.87,2,POSITIVE
Brexit & US shutdown : Two governments across the Atlantic in paralysis,12,-0.98,0,NEGATIVE
Ficci for cut in corporate tax rate in Budget,9,-0.55,1,NEUTRAL
Toyota plans to launch its version of Suzuki Baleno in India next fiscal,13,-0.55,1,NEUTRAL
Sushil Modi to head GoM on GST revenue shortfall faced by states,12,0.98,2,POSITIVE
"sensex : FPIs turn net sellers in Jan , pull out Rs 3 , 600 crore in 9 sessions",19,-0.61,1,NEUTRAL
"Sensex outlook : Q3 earnings , macro data , crude price to guide stock market in week ahead",18,0.99,2,POSITIVE
Crude oil : Two big producers just called a bottom for oil : $60 a barrel,16,-1,0,NEGATIVE
K Chandrasekhar Rao trump card that Centre wants to adopt,10,-0.79,0,NEGATIVE
"Dalal Street Week Ahead : Dalal Street week ahead : Nifty may face resistance in 10 , 900 - 10 , 975 zone",23,1,2,POSITIVE
Hindustan Aeronautics Limited : What forced HAL onto a downward spiral and how it can overcome the turbulence,18,0.73,2,POSITIVE
Why car subscriptions may not suit everyone,7,-1,0,NEGATIVE
AP FACT CHECK : Trump goes wall to wall on the wall,12,-0.81,0,NEGATIVE
The shutdown today : Government closure is now longest ever,10,-0.99,0,NEGATIVE
"Rollable TV done , next up for LG is a foldable smartphone",12,0.99,2,POSITIVE
Pakistan not approaching IMF for new bailout programme : Pak FM,11,-0.99,0,NEGATIVE
Strengthen agriculture by long - term structural changes : Venkaiah Naidu,11,1,2,POSITIVE
US government : US government shutdown may depress January job growth,11,-0.99,0,NEGATIVE
New industrial policy to focus on global supply - chain linkages : Suresh Prabhu,14,1,2,POSITIVE
Brexit : How a change in complexion alters game plan for Indian stock market,14,-0.89,0,NEGATIVE
"Eicher Motors : If we pull off the premiumisation trend , we can target double the industry growth rate : Siddhartha Lal , Eicher Motors",25,-0.57,1,NEUTRAL
Kunal Bothra : Kunal Bothra top 2 trading bets for next week,12,0.98,2,POSITIVE
Why fast fashion is bad for people and planet,9,-1,0,NEGATIVE
Infosys share price : Infosys will find it difficult to beat TCS in growth this year,16,0.98,2,POSITIVE
Jet - lenders meet fails to sort out repayment details,10,-1,0,NEGATIVE
"TCS Share Price : Mr Market disappointed with Q3 early birds ; so , what is in store ? ",19,-1,0,NEGATIVE
"Tech , advertising companies join hands to curb pesky ads , spam",12,-0.82,0,NEGATIVE
The shutdown today : Federal workers receive $0 pay stubs,10,-1,0,NEGATIVE
Inheritance tax : Sharing easier minus arm - twist,9,-0.98,0,NEGATIVE
Publishing & GST : Making the book fair & square,10,0.98,2,POSITIVE
"Poland arrests Huawei employee , Polish man on spying allegations",10,-0.99,0,NEGATIVE
"sensex : After Market : TCS , RIL slip ; 95 stocks look bearish",14,-1,0,NEGATIVE
Iranian oil imports : India Iranian oil imports slide in December under U . S . pressure,17,-0.99,0,NEGATIVE
"Donald Trump closer to declaring emergency ; 800 , 000 wont get paid",13,-1,0,NEGATIVE
Keki Mistry : Keki Mistry calls for lower taxes to end black money,13,-1,0,NEGATIVE
Social media giants plan push - back on India new regulations : Sources,13,-0.91,0,NEGATIVE
commodity : Commodity outlook : Crude oil is headed for weekly gain,12,-0.51,1,NEUTRAL
"Grover Vineyards buys wineries of USL , HCC",8,0.9,2,POSITIVE
"state bank of india : Kotak , HSBC , SBI Cap , CLSA , BoAML to manage SBI QIP",19,0.78,2,POSITIVE
"Tata Consultancy Services Ltd .: 2019 to be better than 2018 in terms of deal pipeline , order book and visibility on margin : Rajesh Gopinathan , TCS",28,0.99,2,POSITIVE
"After Monsanto patent ruling , Indian farmers hope for next - generation genetically modified seeds",15,-0.93,0,NEGATIVE
"Rupee : Rupee holds steady , up 4 paise against dollar",11,1,2,POSITIVE
Rajesh Sud pulls out of race for CEO post at Yes Bank,12,-0.68,1,NEUTRAL
Gold : Gold prices inch up as dollar softens on Fed rate outlook,13,-1,0,NEGATIVE
"Slowdown visible globally , also in India : Nomura",9,-0.98,0,NEGATIVE
German specialty chemicals maker Evonik bets big on India with evolving environmental standards,13,0.81,2,POSITIVE
Congress accuses Modi govt of systematic decimation of economy,9,-1,0,NEGATIVE
Election will play big role for news business : Network18 MD,11,0.99,2,POSITIVE
"Adani Realty enters Pune market , eyes Rs 500 cr revenue from first luxury housing project",16,0.96,2,POSITIVE
Netflix raising prices for 58 mn US subscribers as costs rise,11,-0.56,1,NEUTRAL
"WEF Annual Meeting to focus on globalisation , new models for peace and inclusiveness",14,1,2,POSITIVE
Quick Take | China trade data accentuates importance of key events â€“ China plenum & trade talks,17,0.99,2,POSITIVE
Will object to certain recommendations of NGT - formed panel : Volkswagen,12,-0.99,0,NEGATIVE
"Syndicate Bank creates vertical to recover Rs 27 , 000cr NPAs",11,-0.99,0,NEGATIVE
British PM Theresa May faces defeat in historic Brexit deal vote,11,-0.95,0,NEGATIVE
Narendra Modi will become PM again : Ram Vilas Paswan,10,0.99,2,POSITIVE
"Indian rupee slips further , settles below 71 - level against USD",12,-1,0,NEGATIVE
Volkswagen asked to pay Rs 171 . 34 crore by NGT for causing air pollution in Delhi,17,-1,0,NEGATIVE
"Technical View : Nifty forms bullish candle , next target seen at 10 , 985",15,-0.93,0,NEGATIVE
"An evening walk down Dalal Street | Sensex adds nearly 500 points , Nifty just short of 10 , 900",20,1,2,POSITIVE
German economy carries modest growth momentum into 2019,8,1,2,POSITIVE
Exchange rate fluctuations : How to overcome the palpitations ? ,10,-0.72,0,NEGATIVE
"Not interested in Jet Airways as backed by  enemy  state , says Qatar Airways CEO",15,-1,0,NEGATIVE
EXCLUSIVE | Group health insurance premiums to rise by 15 - 18 % in 2019,15,0.98,2,POSITIVE
Saudi minister  very optimistic  about oil market,7,0.99,2,POSITIVE
Stock Market Classroom with Udayan Mukherjee : How to election - proof your portfolio,14,0.92,2,POSITIVE
"Bengaluru world most dynamic city , Hyderabad ranked second : Survey",11,0.97,2,POSITIVE
Govts may increase focus on data localisation : John Chambers,10,0.89,2,POSITIVE
Huawei founder says company would not share user secrets,9,-1,0,NEGATIVE
"Ideas for Profit | ICICI Securities : Subdued Q3 , valuation reasonable but near term hurdles remain",17,-0.79,0,NEGATIVE
Silver futures surge 0 . 27 % on global cues,10,-0.56,1,NEUTRAL
Opinion | Can Trump heroically bring the world economy back from the brink ? ,14,0.6,1,NEUTRAL
"Nifty , Sensex gain 1 % each ; Here are 5 key factors that are fuelling the rally",18,1,2,POSITIVE
"Optimistic about Indian market , expect gains going ahead : JM Financial Gautam Shah",14,1,2,POSITIVE
Use dips to buy ahead of interim Budget ; Small & midcaps could bounce back : Yes Securities,18,-0.57,1,NEUTRAL
British PM Theresa May faces defeat in Parliament over Brexit plan,11,-1,0,NEGATIVE
Institutional investors plan to reduce equity exposure by 37 % in 2019 : BlackRock poll,15,-1,0,NEGATIVE
Diwali impact on IIP makes numbers look strange in Oct and Nov : Deepak Shenoy,15,0.97,2,POSITIVE
Opinion | India has an opportunity as China tries to boost its economy,13,-0.78,0,NEGATIVE
  Pre - election phase anÂ opportunity to create wealth ; investÂ at lower levels  ,12,0.77,2,POSITIVE
"Ride the market ups and downs , stick to the long - term game",14,-1,0,NEGATIVE
"Market Live : Nifty around 10 , 850 , Sensex up 350 points ; Yes Bank surges 5 % ",19,1,2,POSITIVE
"Gold steady on Fed pause hopes , equity recovery",9,0.99,2,POSITIVE
"Superheroes , sequels and more : Hollywood to repeat its hit recipe in India after 2018 success",17,1,2,POSITIVE
China signals more stimulus as economic slowdown deepens,8,-0.91,0,NEGATIVE
Maximise tax savings using health insurance for yourself and family,10,0.88,2,POSITIVE
"Traders need to be cautious as breach of 10 , 670 could trigger panic : Kotak Securities",17,-1,0,NEGATIVE
India plunging inflation rate opens door to monetary easing,9,-0.82,0,NEGATIVE
Explainer | How changes in benchmark interest rate affect your investments,11,0.5,1,NEUTRAL
Are volatile markets spooking SIP investors ? ,7,-0.97,0,NEGATIVE
Quick Take | 6 questions answered by inflation numbers,9,-0.92,0,NEGATIVE
"Focus on 2019 elections : UBS charts out Nifty targets , sectors to invest in under 4 scenarios",18,0.97,2,POSITIVE
